census_tract;bbl;address;lot;building;entire_vacant;num_floors;num_residential;num_commercial;sealed;sealedtype;possible_vacant;damage_;rent_or_sale;contact_info;construction;occupation;park_use;num_park_floors;cnc_ou_br;num_floors_nc;num_commercial_nc;num_residential_nc;contact_info_nc;num_floors_ic;num_commercial_ic;num_residential_ic;luxury;rent_or_sale_ic;contact_info_ic;obs
423;3032340002;189 CENTRAL AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032340001;191 CENTRAL AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320047;1315 DE KALB AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NYC PARKS
423;3032320040;1276 MYRTLE AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;NYC PARKS
423;3032320049;1309 DE KALB AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320050;1307 DE KALB AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320051;1305 DE KALB AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320052;1303 DE KALB AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320053;1301 DE KALB AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320054;1299 DE KALB AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320055;1297 DE KALB AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320056;1295 DE KALB AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320057;1291 DE KALB AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;POLICE DEPT PARKING
423;3032320063;1277 DE KALB AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;HPD
423;3032320065;1273 DE KALB AVENUE;;;;;;;;;;;;;;;;;1;4;;4;1273 DE KALB LLC 718-276-2866;;;;;;;
423;3032320071;1257 DE KALB AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;3032320076;1249 DE KALB AVENUE;;3;1;2;2;;1;2;;2;;;;;;;;;;;;;;;;;;MARTHA AND JORGE MOLINA
423;3032270056;45 CEDAR STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;3032270054;49 CEDAR STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;3032270043;71 CEDAR STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;3032270033;1264 MYRTLE AVENUE;;;;;;;;;;;;;;;;;1;3;;;BUILDING USA LLC;;;;;;;
423;3032160019;579 HART STREET;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;3031960033;118 WILSON AVENUE;;;;;;;;;;;;;;;;;2;1;1;;;;;;;;;ASSEMBLY OF CHRISTIAN CHURCH
423;3031960035;120 WILSON AVENUE;;;;;;;;;;;;;;;;;2;4;;4;120 WILSON LLC;;;;;;;
423;3031960020;28 STARR STREET;;;;;;;;;;;;;;;;;1;4;;4;STARR TWO EIGHT LLC 718-395-2096;;;;;;;STOP WORK ORDER
423;3031840038;140 CENTRAL AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;DONG KOOCK JUNG
423;3031840013;102 TROUTMAN STREET;1;;;;;;;;;;;;;;;;;;;;;;;;;;;102 MEWS LLC
423;3031840064;985 WILLOUGHBY AVENUE;;1;1;1;;1;2;;1;;1;OKANE CEMMERCIAL PROPERTY 718-779-1111;;;;;;;;;;;;;;;;
423;3031840060;991 WILLOUGHBY AVENUE;;;;;;;;;;;;;;;;;1;9;;9;102 MEWS LLC 718-302-9641;;;;;;;102 MEWS LLC
423;3032070013;1002 WILLOUGHBY AVENUE;;;;;;;;;;;;;;;;;1;4;;4;ROSEMARY ROSA 917-771-5202;;;;;;;
423;3032080010;1052 WILLOUGHBY AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1052 WILLOUGHBY CORP
423;3031960149;1059 WILLOUGHBY AVENUE;;1;1;1;;1;1;5;;;;;;;;;;;;;;;;;;;;IGLESIA AMOR DE DIOS CHURCH
423;3031960038;1085 WILLOUGHBY AVENUE;;;;;;;;;;;;;;;;;;;;;;5;;5;;;;SKMF ENTERPRISES LLC (DARCY'S BUILDING!!!)
423;3032080032;140 WILSON AVENUE;;;;;;;;;;;;;;;;;2;3;1;2;MYSPACE INC 1-800-416-5070;;;;;;;
423;3032180032;148 WILSON AVENUE;;3;2;3;2;1;1;5;1;;COMMERCIAL SPACE FOR RENT RAPIDNYC.COM 646-820-6399;;;;;;;;;;;;;;;;;
423;3032180025;184 SUYDAM STREET;;;;;;;;;;;;;;;;;2;4;;4;MIDDLE 175 LLC, MYBEM CORP 718-384-4846;;;;;;;
423;3032070038;164 CENTRAL AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;3032170003;98 SUYDAM STREET;;;;;;;;;;;;;;;;;1;4;1;3;FOR RENT 917-710-1088;;;;;;;
423;3032170053;605 HART STREET;;;;;;;;;;;;;;;1;;;;;;;;;;;;;CALVARY SPANISH PENTACOSTAL CHURCH
423;3032170052;609 HART STREET;;;;;;;;;;;;;;;1;;;;;;;;;;;;;CALVARY SPANISH PENTACOSTAL CHURCH
423;3032170051;611 HART STREET;;;;;;;;;;;;;;;1;;;;;;;;;;;;;CALVARY SPANISH PENTACOSTAL CHURCH
423;3032180001;175 CENTRAL AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
423;3032280014;654 HART STREET;;;;;;;;;;;;;;;;;1;3;1;2;LA LUZ DEL MUNDO 646-372-5723;;;;;;;
423;3032340009;177 CENTRAL AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
423;3032180046;707 HART STREET;;;;;;;;;;;;;;;;;1;5;;5;707 HART LLC 718-395-2096;;;;;;;
423;3032340029;164 WILSON AVENUE;;3;2;;2;1;;;;;NOOKLYN.COM;;;;;;;;;;;;;;;;;
423;3032340033;172 WILSON AVENUE;;;;;;;;;;;;;;;;;1;5;;5;172 WILSON LLC 718-878-6634;;;;;;;
423;3032320042;1278 MYRTLE AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;3031530031;43 GEORGE STREET;;4;1;2;;;1;2;1;;;;;;;;;;;;;;;;;;;
425;3031480017;114 FORREST STREET;;;;;;;;;;;;;;;;;;;;;;4;;4;;1;;
425;3031540144;83 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540145;81 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540146;79 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540147;77 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540149;73 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540148; 75 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540143;85 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540152;67 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540151;69 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031540150;71 GEORGE STREET;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
425;3031570015;76 GEORGE STREET;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
425;3031570101;63 CENTRAL AVENUE;;;;;;;;;;;;;;;;;1;7;;;;;;;;;;
425;3031570052;239 MELROSE STREET;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
425;3031570043;263 MELROSE STREET;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
425;3031570042;265 MELROSE STREET;;2;1;4;;;1;3;1;2;2;;;;;;;;;;;;;;;;;
425;3031640008;67 CENTRAL AVENUE;;1;1;3;;;1;3;2;2;2;;;;;;;;;;;;;;;;;
427;3031740147;225 TROUTMAN STREET;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3031540036;28 WILSON AVENUE;1;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3031490006;1010 FLUSHING AVENUE ;1;;;;;;;;;;;DONG AND TANG INC.;1;1;;;1;2;;;;;;;;;;
427;3031590043;389 MELROSE STREET;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;
427;3031660021;418 MELROSE STREET;1;;;;;;;;;;;;;1;;;1;5;;;;;;;;;;
427;3031660006;173 KNICKERBOCKER AVENUE;1;;;;;;;;;;;173 KNICKERBOCKER AVENUE LLC;1;2;;;1;5;;;;;;;;;;
427;3032460030;348 KNICKERBOCKER AVENUE;1;;;;;;;;;;;173 KNICKERBOCKER AVENUE LLC;;;;;1;5;;;;;;;;;;
427;3032360005;323 MELROSE STREET;2;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3031650015;324 MELROSE STREET ;2;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3018330031;246 JEFFERSON STREET;2;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3031580047;319 MELROSE STREET;1;;;;;;;;;;;319 MELROSE LLC;1;;;;1;4;;;;;;;;;;
427;3018280056;259 JEFFERSON STREET;1;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3031740007;71 WILSON AVENUE;1;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3018290067;295 JEFFERSON STREET;1;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3018290066;297 JEFFERSON STREET;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;
427;3018290064;301 JEFFERSON STREET;2;;;;;;;;;;;FORMAL COMMUNITY GARDEN;;;;;;;;;;;;;;;;
427;3018340002;274 JEFFERSON STREET;1;;;;;;;;;;;;;;;;1;4;;;;;;;;;;
427;3018290061;307 JEFFERSON STREET;;2;1;4;;;1;3;2;3;;;2;2;;;;;;;;;;;;;;
427;3018290053;321 JEFFERSON STREET;2;;;;;;;;;;;FORMAL COMMUNITY GARDEN;;;;;;;;;;;;;;;;
427;3018290052;323 JEFFERSON STREET;2;;;;;;;;;;;FORMAL COMMUNITY GARDEN;;;;;;;;;;;;;;;;
427;3031870026;318 TROUTMAN STREET;1;;;;;;;;;;;;;;;;1;3;;;;;;;;;;
427;3031750039;315 TROUTMAN STREET;1;;;;;;;;;;;;;;;;1;5;;;;;;;;;;
427;3031870024;314 TROUTMAN STREET;;2;2;4;;;;;;3;1;;2;1;;;;;;;;;;;;;;
427;3031750045;299 TROUTMAN STREET;;2;1;;;;1;3;2;;;;2;1;;;;;;;;;;;;;;
427;3031860021;240 TROUTMAN STREET;1;;1;;;;;;;;1;TROUTMAN STREET RESIDENCE LLC;1;2;;;;;;;;;;;;;;
427;3031870047;151 STARR STREET;1;;;;;;;;;;;;2;2;;;;;;;;;;;;;;
427;3031860002;105 WILSON AVENUE ;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
429;3032350022;788 Hart Street;;2;1;3;;;1;2;1;;1;J.B. & Associate Real Estate 718-821-4300;1;;;;;;;;;;;;;;;
429;3032090036;245 Suydam;;;;4;;;;;;;;;1;;;;1;4;;4;Hong Kong Style Construction 718-360-3155;;;;;;;
429;3032190044;773 Hart Street;;2;1;3;;;1;2;;;;For access please call 646-260-8535;;;;;;;;;;;;;;;;For access please call 646-260-8535, NYC DOB Work Permit, stop work order
429;3032350023;792 Hart Street;;2;1;3;;;;;;;;;;;;;;;;;;;;;;;;NYC DOB Work Permit
429;3032200002;307 Knickerbocker Avenue;;3;2;4;3;1;;;;;;Antonio Ambrosino Const. Corp.;1;;;;;;;;;;;;;;;NYC DOB Work Permit
429;3032200033;887 Hart Street;;;;;;1;;;;;;;;;;;2;;1;;E+J All Seasons Contruction;;;;;;;NYC DOB Work Permit Store conversion to eat/drink establishment
429;3032090012;1116 Willoughby Avenue;;;1;3;;;;;;;;;1;;;;2;;;3;Ridgewood-Bushwick Senior Citizens Council;;;;;;;
429;3032090014;1120 Willoughby Avenue;;3;1;3;2;1;1;3;;;1;646-543-1559;;;;;;;;;;;;;;;;
429;3032090011;1114 Willoughby Avenue;;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;NYC DOB Work Permit, x on windows
429;3032200005;276 Suydam Street;;;;;;;;;;;;;;;;;2;4;;4;;;;;1;;;Actually 299 Knickerbocker with new front on Suydam 293-299 Knickerbocker LLC
429;3032200028;316 Suydam Street;;;1;3;;;;;;;;;;;;;2;3;;;K+C Brothers Construction;;;;;;;NYC DOB Work Permit
429;3032200053;829 Hart Street;2;;;;;;;;;;;;;;;;;;;;;;;;;;;In use as Parking Lot
429;3032360001;335 Knickerbocker Street;;1;2;;;4;;;;;1;718-344-3543;;;;;;;;;;;;;;;;Actually 331 Knickerbocker and 1471 Dekalb Ground Floor is Happy Days
429;3032460028;342 Knickerbocker Street;;3;2;3;2;1;1;5;;;;;;;;;;;;;;;;;;;;Covered in white plastic
429;3032360038;1535 Dekalb Avenue;;3;2;4;3;1;;;1;;1;KMTM Corp 646-287-6002;;;;;;;;;;;;;;;;
429;3032470050;241 Stockholm Street;;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;NYC DOB Work Permit
429;3032190003;157 Wilson Avenue;;2;2;3;;;;;1;;;;;;;;;;;;;;;;;;;NYC DOB Work Permit, only one apartment vacant
429;3032190005;153 Wilson Avenue;;3;2;3;2;1;1;2;1;;;;1;;;;;;;;;;;;;;;NYC DOB Work Permit, stop rescind order, over hair salon
429;3032350042;1433 Dekalb Avenue;;;;9;;;;;;;;;;;;;1;9;;;Dekalb Plaza LLC 1437 Dekalb;;;;;;;
429;3032460022;1436 Dekalb Avenue;;;2;4;4;;;;;;1;1436 Dekalb LLC;1;;;;2;;;;;;;;;;;NYC DOB Work Permit
429;3032460038;195 Stockholm Street;;;1;3;;;1;2;;;;;1;;;;2;3;;;Ridgewood-Bushwick Senior Citizens Council;;;;;;;
429;3032460043;171-175 Stockholm Street;;;2;3;;;;;;;;;;;;;;;;;;3;;3;;;The Tea Factory;
429;3032350003;171 Wilson Avenue;;;1;3;2;1;1;2;;;;;1;;;;2;;;;;3;1;2;;;3 Gloves Construction;Wilson Avenue Pentecostal
429;3032357503;1453 Dekalb/318 Knickerbocker;;;;;;;;;;;;;;;1;;;;;;;;;;;;;No BBL for 1453 Dekalb, it's in the back of 318 knickerbocker
429;3032460013;1418 Dekalb Avenue;;2;1;3;3;;1;2;;2;;;;;;;;;;;;;;;;;;"""Keep Out"""
429;3032460012;1416 Dekalb Avenue;;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;Only one apartment vacant
429;3032460002;191 Wilson Avenue;;3;2;3;2;1;1;2;;;1;Myspace, Nooklyn;;;;;;;;;;;;;;;;
431;3032570002;207 WILSON AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;3032580040;261 STANHOPE STREET;;;;;;;;;;;;;;;;;2;;;3;Atweek Inc.;;;;;;;
431;3032580003;375 KNICKERBOCKER AVENUE;;3;2;3;1;2;1;2;;;1;;2;2;;;;;;;;;;;;;;
431;3032690041;255 HIMROD STREET;;2;1;3;2;;2;;;;;;1;2;;;;;;;;;;;;;;evidence of permits
431;3032780026;410 KNICKERBOCKER AVENUE;;3;1;;4;3;1;2;;;;;1;2;;;;;;;;;;;;;;
431;3032780023;220 HIMROD STREET;;2;1;3;;;1;2;;;2;;1;2;;;;;;;;;;;;;;
431;3032780017;208 HIMROD STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;Rented out for vehicle storage
431;3032870036;1295 GREEN AVENUE;1;;;;;;;;;;1;;2;;;;;;;;;;;;;;;"Totally empty, gated & locked with a chain, ""Do not Block Driveway"""
431;3032870040;1285 GREEN AVENUE;;2;;;;;;;;;;;;;;;1;;;;GKC Industries & NYC Work Permit Department buildings;;;;;;;
431;3032870039;1287 GREEN AVENUE;;1;;;;;;;;;;;;;;;2;4;;;NYC Permit Department ofBuilding;;;;;;;
431;3032870033;1301 GREEN AVENUE;1;;;;;;;;;;1;718-452-4105;;;;;;;;;;;;;;;;
431;3032870032;1303 GREEN AVENUE;;;1;2;;;;1;;;2;;2;1;;;;;;;;;;;;;;Curtains, front doors and windows are gated
431;3032870030;1305 GREEN AVENUE;;2;1;2;;;1;;;2;2;;2;1;;;;;;;;;;;;;;
431;3032890039;1361 GREEN AVENUE;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;
431;3032890003;439 KNICKERBOCKER AVENUE;;1;2;3;;;1;2;;;;;1;;;;;;;;Ambrosino Construction, Spring Scaffolding;;;;;;;2nd and 3rd Floor Boarded up
433;3033090017;286 BLEECKER STREET;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;
433;3033090019;290 BLEECKER STREET;;2;1;2;;;1;2;;3;2;;2;2;;;;;;;;;;;;;;
433;3033180014;276 IRVING AVENUE;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;
433;3033350039;1493 GATES AVENUE;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;
435;3033780042;440 IRVING STREET;;3;1;3;2;1;2;;1;;2;;2;2;;;;;;;;;;;;;;
435;3033650100;657 KNICKERBOCKER AVENUE;;2;2;3;;;2;;1;;1;YOUR PROPERTY IS WORTH MORE THAN YOU THINK;2;2;;;;;;;;;;;;;;
435;3033520055;237 WOODBINE STREET;;2;1;3;;;1;5;;;2;;2;2;;;;;;;;;;;;;;
435;3033520041;265 WOODBINE STREET;;2;1;3;;;2;;1;3;2;;2;1;;;;;;;;;;;;;;
435;3033610035;1283 MADISON STREET;;2;2;3;;;2;;1;;2;;2;2;;;;;;;;;;;;;;
435;3033610042;1261 MADISON STREET;;;;;;;;;;;;;;;;;2;3;;;N Y C CONSTRUCTON PERMIT;;;;;;;
435;3033840060;1319 JEFFERSON AVENUE;;2;1;3;;;1;2;;;2;;2;2;;;;;;;;;;;;;;
435;3033760135;461 WILSON AVENUE;;3;2;3;2;1;1;5;1;;2;;2;2;;;;;;;;;;;;;;
435;3033780005;675 KNICKERBOCKER AVENUE;;2;1;3;;;2;;1;;1;SALE BY JOHANNA FERNANDEZ #7185814838;2;2;;;;;;;;;;;;;;
435;3033770022;1366 PUTNAM AVENUE;;2;1;3;;;1;2;;;2;;2;2;;;;;;;;;;;;;;
435;3033700006;436 WILSON AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;3033700008;431 WILSON AVENUE;;3;2;3;;;1;2;;;1;WE BUY HOUSES #718949555;2;2;;;;;;;;;;;;;;
435;3033520011;236 PALMETTO STREET;;2;1;2;;;1;2;;3;1;WE BUY HOUSES AND LAND CASH CLOSING IN 5 DAYS #7189495555;2;2;;;;;;;;;;;;;;
435;3033850042;454 IRVING AVENUE;;2;1;3;;;1;2;;;2;;2;2;;;;;;;;;;;;;;
435;3033700037;1286 MADISON STREET;;2;1;3;;;1;3;;;2;;2;2;;;;;;;;;;;;;;
435;3033770032;1390 PUTNAM AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;3033700024;1260 MADISON STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;3033700025;1262 MADISON STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;3033700026;1264 MADISON STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;3033700023;1258 MADISON STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;3033700016;1242 MADISON STREET;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;3034130063;315 ELDERT STREET ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;3033990039;490 IRVING AVENUE;;2;1;3;;;1;2;;3;1;WE BUY HOUSES AND LAND ;2;2;;;;;;;;;;;;;;
437;3034120017;1228 HALSEY STREET;;2;1;4;;;1;2;;;2;;2;2;;;;;;;;;;;;;;
437;3034120048;273 ELDERT STREET;;2;1;3;;;2;;;;2;;2;2;;;;;;;;;;;;;;
437;3034120047;275 ELDERT STREET;;2;1;3;;;1;2;;;2;;2;2;;;;;;;;;;;;;;
437;3034120042;283 ELDERT STREET;;;;;;;;;;;;;;;;;1;4;;4;UNIQUE SECURITY AND CONTRACTING # 3477412802;;;;;;;
437;3034190009;300 ELDERT AND KNICKERBOCKER ;;;;;;;;;;;;;;;;;1;4;;4;;;;;;;;
437;3034130005;803 KNICKERBOCKER AND ELDERT;;;;;;;;;;;;;;;;;1;5;1;4;;;;;;;;
437;3034180128;294 ELDERT AND KNICKERBOCKER ;;2;1;3;;;1;2;2;3;2;;2;2;;;;;;;;;;;;;;
437;3034190029;342 ELDERT AND IRVING ;;;;;;;;;;;;;;;;;2;4;;4;;;;;;;;
437;3034130041;345 ELDERT IRVING ;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;
437;3034190028;340 ELDERT STREET ;;;;;;;;;;;;;;;;;1;3;;3;;;;;;;;
437;3034130059;321 ELDERT STREET;;2;1;2;;;1;3;;;1;;2;2;;;;;;;;;;;;;;
437;3034180034;820 KNOCKERBOKER AVENUE ;;;;;;;;;;;;;;;;;1;4;;4;;;;;;;;
437;3034190048;329 COVERT STREET ;;2;1;2;;;1;5;;2;2;;2;2;;;;;;;;;;;;;;
437;3033910031;720 KNICKERBOKER AVENUE;;2;1;4;;;2;;;2;2;;2;2;;;;;;;;;;;;;;
437;3033920004;727 KNICKERBOKER EVENUE;;2;1;4;;;1;2;;;1;WE BUY HOUSES;2;2;;;;;;;;;;;;;;
437;3033910037;728 KNICKERBOKER AVENUE;;3;2;3;2;1;2;;1;;1;;2;2;;;;;;;;;;;;;;
437;3033980055;263 WEIRFIELD STREET ;;;;;;;;;;;;;;;;;2;3;;3;NYC CONSTRUCTION PERMIT;;;;;;;
437;3033910049;1271 HANCOCK STREET ;;2;1;3;;;2;;1;3;2;;2;2;;;;;;;;;;;;;;
437;3033910043;1283 HANCOCK STREET ;;2;1;3;;;2;;1;;2;NYC WORK PERMIT DEPARTMENT OF BUILDINGS;2;2;;;;;;;;;;;;;;
437;3033990018;1340 HANCOCK STREET ;;2;1;4;;;2;;1;2;1;HOME IMPROVEMENT FLYERS;2;2;;;;;;;;;;;;;;
437;3033990021;1346 HANCOCK STREET ;;;;;;;;;;;;;;;;;2;4;;4;NYC PERMIT;;;;;;;
437;3033920057;1351 HANCOCK STREET ;;;;;;;;;;;;;;;;;2;4;;4;;;;;;;;
437;3033920054;1359 HANCOCK STREET ;;;;;;;;;;;;;;;;;2;4;;4;NYC PERMIT;;;;;;;
437;3033990028;1364 HANCOCK STREET;;2;1;3;;;1;5;;;1;;2;2;;;;;;;;;;;;;;
437;3034190024;332 ELDERT STREET;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;3034120027;1248 HALSEY STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;3034190017;316 ELDERT STREET;;2;1;3;;;1;1;;1;2;;2;2;;;;;;;;;;;;;;
439;3033380003;313 WYCKOFF AVENUE;;3;1;2;1;1;1;4;;2;2;2;2;2;;;;;;;;;;;;;;
439;3033380033;300 SAINT NICHOLAS;;2;1;2;;;2;;1;3; ;HOME REPAIR FLYER #718846220, ENRICO WE BUY HOUSES AND LAND ANY CONDITION #9176874641;1;2;;;;;;;;;;;;;;
439;3033370031;1551 GATES AVENUE;;;;;;;;;;;;;;;;;2;3;;;SPRING SCAFFOLDING LLC #7183924921;;;;;;;
439;3033360017;1524 MYRTLE AVENUE;;3;1;3;2;1;1;3;;3;1;A R V REALITY CALL ANTONY #6467724902;2;2;;;;;;;;;;;;;;
439;3033530005;358 PALMETTO STREET;;2;1;2;;;1;2;;3;2;;2;2;;;;;;;;;;;;;;
439;3033450048;365 PALMETTO STREET;;;;;;;;;;;;;;;;;2;2;;;N Y C WORK PERMIT PAPER;;;;;;;
439;3033540003;13 RIDGEWOOD PLACE;;2;1;2;;;2;;1;;;HOUSES AND LAND WANTED #9176874641;;;;;;;;;;;;;;;;
439;3033630032;1381 MIDISON STREET;;2;1;3;;;2;5;1;3;2;;2;2;;;;;;;;;;;;;;
439;3033630026;1391 MADISON STREET;;;;;;;;;;;;;;;;;2;2;;;N Y C BUILDING CONSTRUCTION PERMIT;;;;;;;
439;3033860004;443 IRVING AVENUE;;2;1;3;;;2;;1;;2;;2;2;;;;;;;;;;;;;;
439;3033860010;366 CORNELIA STREET AND IRVING STREET;;3;2;3;2;1;2;;1;;1;COMMERCIAL SPACE AVAILABLE KALOSHI REAL ESTATE #7182075200;;;;;;;;;;;;;;;;
439;3033930027;1405 HANCOCK STREET;;2;1;3;;;1;5;;3;2;;2;2;;;;;;;;;;;;;;
439;3034000054;932 WYCKOFF AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3033790031;156 PUTNAM AVENUE;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
439;3033790029;PUTNAM AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3033860041;406 CORNELIA STREET ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3033830036;1504 JEFFERSON AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3034000035;1438 HANCOCK STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3034070027;380 WEIRFIELD STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3034130100;HASLEY STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3033540001;17 RIDGEWOOD PLACE ;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
439;3033540008;3 RIDGEWOOD PLACE ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3033450006;333 IRVING AVENUE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3033360023;1537 GATES AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3033360027;GATES AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;3033360026;1513 GATES AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;3033110005;253 WYCKOFF AVENUE;;2;1;3;;;2;;1;;2;N Y C DEPARTMENT OF INSPECTION;2;2;;;;;;;;;;;;;;
441;3033200039;423 GROVE STREET;;2;1;3;;;2;;1;;2;;2;2;;;;;;;;;;;;;;
441;3033200018;362 MENAHAN STREET;;2;1;3;;;1;5;;3;1;MOVING SERVICES FLYERS;2;2;;;;;;;;;;;;;;
441;3033110035;260 SAINT NICHOLAS;;3;2;3;2;1;2;;1;3;2;;2;2;;;;;;;;;;;;;;
441;3033200001;279 WYCKOFF AVENUE;;;;;;;;;;;;;;;;;2;3;1;2;JOSEPH D ADAGO LICENCED ASSOCIATES BROKER APPARTMENTS AND LOTS .COM;;;;;;;
441;3033200010;263 WYCKOFF AVENUE;;3;2;3;2;1;1;5;2;;2;CEASERS MOVING SERVICES;2;2;;;;;;;;;;;;;;
441;3033290001;299 WYCKOFF AVENUE;;;;;;;;;;;;;;;;;2;3;1;2;RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL #7183663800;;;;;;;
441;3033200023;372 MENAHAN STREET;;2;1;2;;;2;;;3;2;;2;2;;;;;;;;;;;;;;
441;3034350157;155 GREENE AVENUE;;2;;3;;;2;;1;;1;FOR SALE WINZON REALITY INK #7188863200;2;2;;;;;;;;;;;;;;
441;3033190042;377 GROVE STREET;;2;1;3;;;1;2;;3;2;;2;2;;;;;;;;;;;;;;
441;3033287501;358 GROVE STREET;;;;;;;;;;;;;;;;;1;13;;;;;;;;;;
